「鋼の錬金術師」の舞台となる国はどこ？,1,アメストリス,アルメニア,イシュヴァール,イシュバラ
「鋼の錬金術師」に登場する犬の名前は何？,3,シロ,ハチ,ブラックヘイズ,ブラッドハウンド
ホムンクルスの中で、強力な再生能力を持つのは誰？,2,グリード,ラスト,ラース,グラン
エドワードが失った右腕と左足は何に置き換えられた？,3,右腕：鋼の義手 左足：鋼の義足,右腕：鋼の義足 左足：鋼の義手,右腕：木の義手 左足：鋼の義足,右腕：鉄の義手 左足：鋼の義足
アルフォンスが身体を失くした代わりに、鎧に封印されたのは誰の魂？,4,アルフォンス自身の魂,エドワードの魂,母の魂,父の魂
ホーエンハイムの本名は何？,2,ヴァン・ホーエンハイム,エドワード・ホーエンハイム,ロイ・ホーエンハイム,アルフォンス・ホーエンハイム
イシュヴァール人虐殺を行った将軍は誰？,3,キムブリー,マスタング,ラスト,グラン
紅の扉を開けたことで、エドワードが失ったものは何？,1,左側の門から失ったものと同じもの,右側の門から失ったものと同じもの,身体の自由,記憶
ロイ・マスタングが専用の手袋を使用する理由は？,4,点火するため,水を凍らせるため,石を割るため,風を起こすため
エドワードが使う錬成陣の形は？,2,星形,円形,三角形,正方形
エドワードとアルフォンスが最初に錬成したのは何？,4,鳥,犬,猫,人形
ウィンリィの専門分野は何？,1,機械工学,化学,物理学,医学
エドワードの階級は初め何だった？,3,少尉,中尉,少佐,大尉
ロイ・マスタングが狙っていた地位は何？,4,大佐,准将,少将,大将
エドワードが最初に戦ったホムンクルスは誰？,2,エンヴィー,ルスト,グラトニー,スロウス
エドワードが使う錬成陣が描かれているのはどこ？,1,コート,手袋,靴,腕
アルフォンスが錬成する際に使うのは何？,3,錬成陣,指輪,素手,杖
ホーエンハイムの妻の名前は何？,2,トリシャ,ウィンリィ,マリア,リザ
イシュヴァール戦争でエドワードの父が行ったことは何？,4,戦闘,救護,研究,逃亡
エドワードが錬金術で作れないものは何？,3,金,銀,鉛,ダイヤモンド
アルフォンスが錬金術で最も得意とするものは？,1,防御用の壁,爆発物,武器,食品
ロイ・マスタングの最も有名な技は何？,2,火を使う技,水を使う技,風を使う技,土を使う技
ホムンクルスの中で唯一女性の姿をしているのは誰？,2,エンヴィー,ラスト,グラトニー,プライド
エドワードが最も恐れているものは何？,4,ホムンクルス,高所,針,牛乳
エドワードが国家錬金術師試験で錬成したものは何？,1,剣,鎧,橋,像
エドワードとアルフォンスが母親を復活させようとした場所はどこ？,3,自宅の地下室,錬金術学校,教会,森の中
エドワードが錬金術で最も苦手とする分野は？,4,生物錬成,金属錬成,水錬成,食物錬成
ホーエンハイムとエドワードの関係は？,1,父と息子,兄弟,師匠と弟子,友人
イシュヴァール戦争で最も悪名高い行動をしたのは誰？,2,キング・ブラッドレイ,スカー,ロイ・マスタング,キンブリー
「鋼の錬金術師」で最も価値が高いとされるものは何？,3,哲人の石,国家錬金術師の称号,不老不死,錬金術の秘密
エドワードが最初に訪れた街はどこ？,1,リオール,セントラル,イーストシティ,ブリッグズ
アルフォンスが鎧になった理由は何？,4,呪い,実験,戦闘中の怪我,人体錬成の失敗
ホムンクルスの作成に必要な主要な材料は何？,2,哲人の石,生物の体,金属,魔法の粉
ホーエンハイムの故郷はどこ？,3,アメストリス,ドリス,ザンクト,イシュヴァール
エドワードとアルフォンスの師匠の名前は？,4,イズミ・カーティス,リザ・ホークアイ,マエス・ヒューズ,ウィンリィ・ロックベル
エドワードが最も尊敬する人物は？,2,父ホーエンハイム,師匠イズミ,上司マスタング,友人ウィンリィ
ロイ・マスタングの部下で眼鏡をかけているのは誰？,1,リザ・ホークアイ,マエス・ヒューズ,ジャン・ハボック,ハイマンス・ブレダ
エドワードが錬金術で作った最も印象的なものは何？,3,石の壁,巨大な鎧,金属の橋,生きている像
イシュヴァール戦争の後、エドワードが追い求めたものは何？,4,力,復讐,金,真実
ホムンクルスのリーダーは誰？,1,ファーザー,エンヴィー,グリード,ラスト
エドワードが最初に破壊したものは何？,2,鏡,時計,橋,窓
エドワードとアルフォンスが訪れた最初の都市は？,3,リオール,セントラル,ダブリス,ユージェネ
ホムンクルスの弱点は何？,4,火,水,魔法,哲人の石
エドワードの最大のライバルは？,1,スカー,キンブリー,マスタング,グリード
ホーエンハイムの最大の遺産は何？,2,錬金術の知識,金,哲人の石,家族
エドワードが最も嫌う食べ物は何？,3,牛乳,肉,野菜,魚
エドワードが最初に手に入れた哲人の石は何色？,1,赤,青,緑,黄
ホムンクルスはどこで作られる？,2,地下室,研究所,森の中,古代遺跡
エドワードとアルフォンスの母親の名前は？,4,トリシャ,マリア,イズミ,ライラ
ホーエンハイムとエドワードの関係は？,1,父と息子,兄弟,師匠と弟子,友人
