主人公・花道が入部した部活は何か？,1,バスケットボール部,野球部,陸上部,弓道部
花道が高校入学当初、憧れていた先輩は誰か？,3,三井寿,宮城良田,赤木剛憲,流川楓
桜木花道が鉄拳制裁を受けたのは誰からか？,4,赤木剛憲,安西先生,神,宮城良田
流川楓が初めて試合で登場した相手校はどこか？,1,山王工業高校,湘北高校,陵南高校,翔陽高校
花道が初めてスラムダンクを成功させた相手校はどこか？,2,山王工業高校,湘北高校,陵南高校,翔陽高校
三井寿がユニフォームの背番号としてつけている数字は何か？,1,14,4,7,11
桜木花道が夏合宿で最初に取り組んだ練習メニューは何か？,2,100mダッシュ,腕立て伏せ,スクワット,ジャンプ
花道が最初に恋した女性は誰か？,2,赤木さん,山王の女子生徒,三井寿の彼女,湘北の女子マネージャー
流川楓が「ハルコ」と呼んでいる女性は誰か？,2,母親,妹,恋人,先輩
花道が初めて対戦した天才プレイヤーは誰か？,1,流川楓,三井寿,桜木花道,福田耕平
花道が入部したバスケットボール部の部長は誰か？,1,赤木剛憲,三井寿,流川楓,宮城良田
桜木花道の高校入学前のスポーツ経験は何か？,3,バスケットボール,ボクシング,空手,野球
湘北高校のバスケットボール部の監督は誰か？,2,安西先生,桜木花道,赤木剛憲,宮城良田
花道が初めてバスケットの練習をした場所はどこか？,4,屋上,体育館,公園,屋外コート
流川楓が所属する高校の名前は何か？,2,山王工業高校,湘北高校,陵南高校,翔陽高校
花道が最初に勝負を挑んだ相手は誰か？,1,流川楓,三井寿,赤木剛憲,宮城良田
湘北高校のバスケットボール部が初めてインターハイに進出したのは何年か？,3,1993年,1994年,1995年,1996年
赤木剛憲のポジションは何か？,2,ガード,センター,フォワード,ポイントガード
三井寿が高校バスケットボール部に復帰した理由は何か？,1,友情,優勝,復讐,試合への情熱
花道が初めて公式試合に出場したのは、入部後どのくらいの期間後か？,4,1ヶ月,2ヶ月,3ヶ月,半年
湘北高校のバスケットボール部のマスコットは何か？,4,タイガー,ドラゴン,イーグル,ゴリラ
宮城良田が得意とするプレイは何か？,1,スリーポイントシュート,ドリブル,パス,リバウンド
流川楓が最も得意とするシュートは何か？,2,レイアップ,ジャンプシュート,フリースロー,ダンク
花道のバスケットボールシューズの色は何色か？,3,赤,青,赤と黒,緑
三井寿が高校でのバスケットボールを辞めた理由は何か？,4,怪我,成績不振,監督との不和,友人との喧嘩
安西先生が花道に最初に教えたバスケットボールの基本技術は何か？,1,ドリブル,シュート,パス,リバウンド
花道と流川の最初の一対一の勝負での結果はどうだったか？,2,花道の勝ち,流川の勝ち,引き分け,試合中止
湘北高校バスケットボール部が最初に参加したトーナメントは何か？,1,インターハイ,県大会,地区予選,全国大会
赤木剛憲の彼女の名前は何か？,4,晴子,彩子,美穂,あゆみ
桜木花道が最初に挑戦したバスケットボールの技術は何か？,3,ジャンプシュート,ドリブル,ダンク,フリースロー
桜木花道が初めて試合で得点を決めたプレイは何か？,4,ダンク,レイアップ,ジャンプシュート,フリースロー
湘北高校のライバル校、陵南高校のエースプレイヤーは誰か？,3,仙道彰,牧紳一,赤木晴子,宮城良田
流川楓がバスケットボールを始めたきっかけは何か？,2,家族,友人,スポーツの才能,学校の部活動
桜木花道が最初にバスケットボールの試合を観戦した相手チームはどこか？,1,山王工業高校,陵南高校,湘北高校,翔陽高校
赤木剛憲の愛称は何か？,4,ゴリ,リョータ,流川,ミッチー
安西先生の過去の選手経験に関する秘密は何か？,3,全国チャンピオン,ケガによる引退,プロのスカウト拒否,留学経験
三井寿が中学時代に達成した記録は何か？,1,得点王,最優秀選手,リバウンド王,アシスト王
桜木花道の得意なディフェンス技術は何か？,2,ブロック,リバウンド,スティール,マーク
宮城良田の身長はどれくらいか？,3,170cm,175cm,160cm,165cm
湘北高校のバスケットボール部が地区予選で最初に戦った相手校はどこか？,4,山王工業高校,陵南高校,湘北高校,翔陽高校
桜木花道の最高得点を記録した試合はどこ対どこか？,2,湘北対山王,湘北対陵南,湘北対翔陽,湘北対海南
流川楓が最初にスリーポイントシュートを決めた試合はどこか？,1,対陵南戦,対山王戦,対海南戦,対翔陽戦
赤木剛憲の兄の名前は何か？,4,赤木直人,赤木勇人,赤木健人,赤木誠
湘北高校のバスケットボール部が初めてインターハイで戦った相手校はどこか？,3,山王工業高校,陵南高校,翔陽高校,海南大附属高校
桜木花道が最初に真剣に勉強した科目は何か？,1,数学,英語,国語,社会
安西先生のバスケットボールに対する哲学は何か？,4,勝利至上主義,チームワーク重視,個人の才能重視,楽しむこと
三井寿が復帰後、最初に挑んだ試合の相手校はどこか？,2,山王工業高校,翔陽高校,海南大附属高校,陵南高校
桜木花道が最初に入部を志願した部活は何か？,3,バスケットボール部,野球部,柔道部,陸上部
流川楓が最も苦手とするバスケットボールの要素は何か？,1,パス,シュート,ドリブル,ディフェンス
湘北高校のバスケットボール部が全国大会で最初に対戦した相手校はどこか？,4,山王工業高校,海南大附属高校,陵南高校,翔陽高校
