ナルトの師匠である「自来也」の本名は次のうちどれ？,1,九尾の狐,七尾の狸,八尾の蛇,二尾の豹
木ノ葉隠れの里の初代火影は誰？,1,千手扉間,うちはマダラ,はたけカカシ,初代火影はいない
サスケが使う雷遁の術の名称は？,1,千鳥,旋風刃,螺旋丸,木遁の術
ナルトの父親は誰？,4,うちはイタチ,はたけカカシ,うずまきナルト,うちはサスケ
『NARUTO -ナルト-』の作者は誰？,4,大場つぐみ,荒川弘,鳥山明,岸本斉史
うずまきナルトの家族で生き残っているのは誰？,2,父親だけ,母親だけ,両親と兄弟,誰も生き残っていない
木ノ葉隠れの里と敵対する音隠れの里の忍者集団の名称は何？,2,雷影,暁,五影,砂隠れの里
ナルトが一番最初に仲間になったチームメイトは誰？,2,春野サクラ,うちはサスケ,奈良シカマル,大蛇丸
秘伝「影分身の術」を開発したのは誰？,2,自来也,はたけカカシ,うずまきナルト,千手柱間
イタチが所属する忍者集団の名称は何？,1,暁,木ノ葉の里,雷影,火影
ナルトが最初に使った忍術は何？,3,影分身の術,螺旋丸,変わり身の術,口寄せの術
サスケの兄の名前は何？,4,うずまきナルト,はたけカカシ,自来也,うちはイタチ
木ノ葉隠れの里の二代目火影は誰？,2,千手柱間,千手扉間,はたけカカシ,うちはマダラ
ナルトの母親の名前は何？,1,うずまきクシナ,春野サクラ,日向ヒナタ,綱手
カカシの父の名前は何？,2,はたけサクモ,はたけサクモ,うちはフガク,うちはシスイ
「ナルト」のうち、サスケの姓は何？,4,うずまき,春野,日向,うちは
ナルトの主要なライバルは誰？,2,春野サクラ,うちはサスケ,奈良シカマル,はたけカカシ
カカシの使う写輪眼をもらった人物は誰？,3,うちはイタチ,うずまきナルト,うちはオビト,うちはサスケ
ナルトの代名詞とも言える術は何？,2,千鳥,螺旋丸,影分身の術,写輪眼
サスケの復讐の対象となった人物は誰？,4,はたけカカシ,うずまきナルト,自来也,うちはイタチ
サスケの写輪眼が最初に覚醒したのはどの戦いでか？,2,ナルトとの戦い,兄イタチとの戦い,日向ヒナタとの戦い,大蛇丸との戦い
日向ネジは何歳で中忍に昇格した？,1,13歳,15歳,12歳,14歳
うちはマダラと最終決戦を行ったのは誰？,4,うずまきナルト,うちはサスケ,千手扉間,はたけカカシ
日向ヒナタが愛してやまない人物は？,1,うずまきナルト,うちはサスケ,はたけカカシ,ロック・リー
大蛇丸が最初に襲撃した木ノ葉の祭りは何？,3,中忍選抜試験,木の葉スポーツ祭,木の葉秋祭,木ノ葉の新年会
うちはサスケの最初の師匠は誰？,4,うちはイタチ,うずまきナルト,自来也,はたけカカシ
「ナルト」の中で、うずまきナルトの息子の名前は？,3,ボルト,サラダ,ミツキ,シカダイ
サスケの妻となった人物は？,4,春野サクラ,日向ヒナタ,井野,綱手
五影の一人である雷影の名前は？,2,綱手,エー,オオノキ,ガアラ
はたけカカシの先代火影は誰？,3,綱手,ダンゾウ,ツナデ,ナルト
木ノ葉隠れの里の三代目火影は誰？,3,千手扉間,うちはマダラ,猿飛ヒルゼン,綱手
サスケが最初に会得した瞳術は何？,4,写輪眼,輪廻眼,白眼,万華鏡写輪眼
ナルトが初めてマスターした尾獣の力は何？,2,九尾の力,八尾の力,七尾の力,十尾の力
ナルトの親友でありライバルのサスケのフルネームは？,1,うちはサスケ,うずまきナルト,奈良シカマル,はたけカカシ
木ノ葉隠れの里の四代目火影は誰？,2,綱手,波風ミナト,うちはマダラ,はたけカカシ
ナルトの母国はどこ？,1,火の国,水の国,土の国,風の国
サスケの最大のライバルは誰？,3,はたけカカシ,奈良シカマル,うずまきナルト,ロック・リー
ナルトの特訓の相手としてしばしば登場するカエルは？,4,ガマブン太,ガマキチ,ガマ丸,フカサク
うちはイタチが所属していた暗部の名称は？,1,暁,根,アンブ,木ノ葉警備隊
カカシが最初にナルトたちに課した試験は？,2,鐘取り試験,中忍試験,生存訓練,写輪眼の秘密
ナルトが最初に口寄せした動物は？,3,カエル,蛇,カタツムリ,犬
サスケが復讐のために追い求めた人物は？,4,大蛇丸,自来也,ダンゾウ,うちはイタチ
木ノ葉隠れの里の五代目火影は誰？,1,綱手,はたけカカシ,千手扉間,うちはマダラ
ナルトの最初のラブインタレストは誰？,2,日向ヒナタ,春野サクラ,うちはサスケ,犬塚キバ
サスケの最終的な目標は何？,3,木ノ葉隠れの里を守る,うちは一族を復興させる,世界を変革する,ナルトとの決着をつける
カカシの特技は何？,4,写輪眼,雷切,口寄せの術,雷遁
ナルトの第一の夢は何？,1,火影になる,最強の忍になる,サスケを救う,全ての忍術をマスターする
サスケが所属した初めてのチームは何番？,2,チーム7,チーム10,チーム8,チーム3
木ノ葉隠れの里の六代目火影は誰？,3,はたけカカシ,ナルト,うちはマダラ,綱手
ナルトの最初の敵は誰？,4,はたけカカシ,ザブザ,サスケ,水月
