主人公の名前は？,1,竈門炭治郎,竈門禰豆子,我妻善逸,嘴平伊之助
物語の舞台はどこ？,2,日本,中国,韓国,台湾
作者は誰？,4,吾峠呼世晴,諫山創,荒川弘,尾田栄一郎
ヒロインの名前は？,2,竈門禰豆子,竈門炭治郎,我妻善逸,冨岡義勇
主人公が所属する組織の名前は？,4,鬼狩り組織,鬼殺隊,鬼滅隊,鬼討ち組織
伊之助の得意技は何？,1,水の呼吸,炎の呼吸,風の呼吸,雷の呼吸
柱の総数は？,2,9人,10人,11人,12人
伊黒小芭内の肩にのせているものは何？,3,子犬,猫,ネズミ,タヌキ
最強の鬼は誰？,1,鬼舞辻無惨,上弦の鬼・猗窩座,下弦の鬼・ドク,上弦の鬼・魘夢
炭治郎の妹の名前は？,4,祢豆子,祢利子,禰津子,禰豆子
主人公の師匠の名前は？,1,冨岡義勇,嘴平伊之助,胡蝶しのぶ,甘露寺蜜璃
炭治郎が最初に鬼と遭遇した場所は？,3,山,川,森,村
鬼舞辻無惨の元の名前は？,2,鬼舞辻斬太,鬼舞辻利虎,鬼舞辻無散,鬼舞辻鬼太郎
冨岡義勇の得意技は何？,4,風の呼吸,水の呼吸,炎の呼吸,雷の呼吸
鬼殺隊の隊士の耳飾りの色は何色？,1,鳥の羽の色,鬼の目の色,花の色,夜の空の色
鬼の能力で人を操る鬼の名前は？,3,魅惑の鬼,催眠の鬼,吸血の鬼,支配の鬼
善逸の特技は何？,2,剣術,水の呼吸,料理,速さ
鬼殺隊の制服の色は何色？,4,緑,青,赤,黄色
炭治郎が鬼殺隊に入隊したきっかけは？,3,妹を人食い鬼にされた,師匠に頼まれた,鬼殺隊のリーダーになりたかった,大勢の鬼を討つため
炭治郎の父親の名前は？,2,炭父,竈門甲斐,竈門炭治郎,炭治郎の父
炭治郎の刀の名前は？,3,水の呼吸,竈門刀,日輪刀,炭刀
鬼殺隊の柱の中で最も若い柱は誰？,1,宇髄天元,胡蝶しのぶ,煉獄杏寿郎,宗近似たろう
鬼滅隊の隊士たちは何の鼠を所持している？,2,水の鼠,炎の鼠,風の鼠,雷の鼠
竈門炭治郎の耳飾りの色は何色？,4,赤,黒,緑,青
炭治郎が鬼殺隊に入隊した年齢は？,1,15歳,14歳,16歳,17歳
鬼滅隊の隊士たちはどのような存在になるために訓練を受ける？,3,鬼,魔法使い,忍者,天使
鬼滅隊の隊士たちの服の袖には何が描かれている？,4,竈門家の紋章,蝶の紋章,鬼の紋章,水の紋章
炭治郎の妹・禰豆子が鬼にされた理由は？,1,鬼に襲われた,自発的になった,呪われた,不明
鬼滅隊の隊士たちは何を使って鬼を討つ？,2,刀,槍,鎖,弓
鬼殺隊の剣士たちは鬼を倒すために何の呼吸法を使う？,3,水の呼吸,炎の呼吸,風の呼吸,雷の呼吸
善逸の刀の名前は？,4,雷の呼吸,水の呼吸,風の呼吸,炎の呼吸
冨岡義勇の得意技は何？,2,水の呼吸,風の呼吸,炎の呼吸,雷の呼吸
鬼滅隊の隊士たちはどのような存在に対抗して戦う？,1,鬼,妖怪,忍者,魔法使い
禰豆子が鬼になっても理性を保っている理由は？,3,特殊な術で治療された,意志の力,神秘的な力,魔法の力
鬼舞辻無惨の髪の色は何色？,2,白,黒,赤,青
炭治郎の父親は何の職業だった？,3,木炭焼き,医者,剣士,農民
鬼殺隊の柱の中で最も強い柱は誰？,4,宗近似たろう,宇髄天元,煉獄杏寿郎,胡蝶しのぶ
炭治郎の刀の刀身の色は何色？,1,黒,白,赤,青
鬼殺隊の隊士たちは何のかけらを所持している？,3,鬼のかけら,水のかけら,雷のかけら,風のかけら
伊之助の得意技は何？,1,火の呼吸,炎の呼吸,風の呼吸,雷の呼吸
鬼舞辻無惨の魔力は何を使っている？,4,血,火,水,風
冨岡義勇の刀の刀身の色は何色？,3,紫,黒,白,赤
鬼滅隊の隊士たちはどのような呼吸法を使って戦う？,4,水の呼吸,炎の呼吸,雷の呼吸,風の呼吸
炭治郎の刀の名前の「日輪」は何を意味する？,2,太陽,月,星,雨
鬼舞辻無惨の手下で最も強力な鬼は誰？,1,上弦の鬼・猗窩座,下弦の鬼・ドク,上弦の鬼・魘夢,下弦の鬼・ミザン
炭治郎の鬼殺隊の階級は？,4,水の柱,火の柱,雷の柱,風の柱
冨岡義勇の刀は何の刀？,2,水の呼吸,炎の呼吸,雷の呼吸,風の呼吸
炭治郎が鬼滅隊に入隊した目的は？,1,妹を人食い鬼から救うため,師匠に頼まれたから,鬼殺隊に興味を持ったから,報酬が良かったから
鬼滅隊の隊士たちは鬼を討つために何を使う？,4,刀,槍,鎖,弓
炭治郎の刀の名前の「日輪」は何の意味？,2,太陽,月,星,雨
