ピッコロ大魔王が生まれた場所はどこ？,1,火の山,氷の山,大砂漠,海底洞窟
ヤムチャの元カノの名前は何？,2,チチ,ブルマ,アンドロイド18号,プーアル
「ドラゴンボール」の作者は誰でしょうか？,1,尾田栄一郎,鳥山明,稲田浩司,藤本タツキ
クリリンの好きな女性キャラクターは誰でしょうか？,3,18号,ブルマ,チチ,ランチ
孫悟空が最初に使用した技は何でしょうか？,4,かめはめ波,太陽拳,めかめか波,龍拳
ピッコロ大魔王の人種は何でしょうか？,2,ナメック星人,地球人,サイヤ人,フリーザ一族
超サイヤ人に変身するために必要な条件は何でしょうか？,1,怒りの感情,悲しみの感情,喜びの感情,幸せな気持ち
サイヤ人の中でも最も強い戦士と言われているのは誰でしょうか？,4,ブロリー,ベジータ,ラディッツ,ナッパ
ヤムチャが好きな女性キャラクターは誰でしょうか？,3,ブルマ,チチ,ランチ,18号
悟空とクリリンが修業に向かった先の師匠の名前は何でしょうか？,1,かめはめ波,カリン,マスターローシ,タートル
死後の世界はいくつかのエリアに分かれていますが、その中でも最下層に位置する場所はどこでしょうか？,3,地獄,神界,魔界,天国
ドラゴンボールで孫悟空が最初に会った人物は誰でしょうか？,4,ブルマ,ヤムチャ,ピッコロ,亀仙人
フリーザが最初に変身した形態はどれでしょうか？,2,第二形態,第一形態,第三形態,最終形態
ベジータが初めて地球に来たとき、彼に同行していたサイヤ人は誰でしょうか？,1,ナッパ,ラディッツ,ブロリー,ターレス
孫悟空の父の名前は何でしょうか？,2,バーダック,キングベジータ,パラガス,ラディッツ
サイヤ人の元の故郷の星の名前は何でしょうか？,1,惑星ベジータ,惑星サダラ,惑星フリーザ,惑星ナメック
トランクスが未来から持ってきた警告は何に関するものでしたか？,3,セルの出現,フリーザの復活,人造人間の襲撃,マジンブウの復活
クリリンが最初に悟空と対戦したのはどの大会でしょうか？,1,第21回天下一武道会,第22回天下一武道会,第23回天下一武道会,第24回天下一武道会
孫悟空が最初に亀仙人から受け取った道具は何でしょうか？,3,如意棒,飛行雲,亀の甲羅,ポタラの耳飾り
ドラゴンボールで最初に願いを叶えたのは誰でしょうか？,4,ウーロン,ピラフ,ブルマ,ヤムチャ
ベジータが最初に超サイヤ人に変身したのはどこでしょうか？,2,地球,惑星フリーザNo.79,ナメック星,その他の惑星
悟空の妻、チチの父の名前は何でしょうか？,4,牛魔王,亀仙人,ミスターサタン,ピッコロ
クリリンが使用する特殊な技の一つは何でしょうか？,3,かめはめ波,太陽拳,気円斬,マサンコ
セルゲームでセルに挑んだ最初の戦士は誰でしょうか？,2,孫悟空,ミスターサタン,トランクス,ベジータ
フリーザの最初の部下で、彼を復活させたのは誰でしょうか？,1,ソルベ,タゴマ,シスアミ,ギニュー
孫悟空が初めて界王拳を使ったのはいつでしょうか？,4,ラディッツ戦,ナッパ戦,ベジータ戦,フリーザ戦
ナメック星で最初に出会ったナメック星人の名前は何でしょうか？,2,デンデ,ネイル,カーゴ,ムーリ
ドラゴンボールの中で最初に死んだ主要キャラクターは誰でしょうか？,3,孫悟空,ヤムチャ,クリリン,ピッコロ
ブルマが最初に発明したドラゴンレーダーの色は何色でしょうか？,1,青と白,赤と黒,緑と黄,ピンクと紫
孫悟空が最初に死亡したのはどのような状況でしょうか？,4,病気,戦闘,事故,自爆
ベジータが地球に来た際、最初に戦ったZ戦士は誰でしょうか？,2,孫悟空,ピッコロ,ヤムチャ,テンシンハン
悟空が最初に変身した大猿の色は何色でしょうか？,1,茶色,黒色,灰色,金色
ピッコロが最初に使用した技は何でしょうか？,3,魔貫光殺砲,地獄の螺旋,魔封波,超速光弾
孫悟飯が最初に戦った敵は誰でしょうか？,2,ラディッツ,ナッパ,ベジータ,フリーザ
ドラゴンボールで最初に復活した人物は誰でしょうか？,4,孫悟空,ピッコロ,ヤムチャ,ブルマ
カリン塔で悟空が最初に試された試練は何でしょうか？,1,速さ,力,知恵,忍耐
マジンブウ編で最初に吸収されたキャラクターは誰でしょうか？,2,悟天,トランクス,ピッコロ,ベジータ
ドラゴンボールで悟空が最初に目指した場所はどこでしょうか？,3,カメハウス,カリン塔,ウーシンガープラザ,デビルズハンド
悟空とベジータが最初に共闘した敵は誰でしょうか？,4,フリーザ,アンドロイド19号,セル,魔人ブウ
孫悟空が最初に界王神のところに行った理由は何でしょうか？,1,修業,ドラゴンボール探し,敵との戦い,友達に会うため
悟空が最初に善と悪を分ける力を手に入れたのはいつでしょうか？,2,ラディッツ戦,ベジータ戦,フリーザ戦,セル戦
ピッコロが最初に悟空と戦ったのはいつでしょうか？,3,ピッコロ大魔王編,サイヤ人編,第23回天下一武道会,フリーザ編
ドラゴンボールで悟空が最初に会った神様は誰でしょうか？,4,界王,界王神,大界王,神様
孫悟飯が最初に超サイヤ人に変身したのはいつでしょうか？,1,セル編,フリーザ編,アンドロイド編,ブウ編
悟空が最初にかめはめ波を成功させたのはいつでしょうか？,2,亀仙人との出会い,ブルマとの出会い,ピラフ城,レッドリボン軍との戦い
ドラゴンボールで悟空が最初に会ったサイヤ人は誰でしょうか？,3,ラディッツ,ベジータ,ナッパ,ブロリー
ベジータが最初に地球を訪れた理由は何でしょうか？,4,ドラゴンボールを探すため,悟空と戦うため,フリーザを倒すため,新しい惑星を探すため
悟空が最初に界王神界で修業したのはいつでしょうか？,1,セル編,フリーザ編,サイヤ人編,ブウ編
ピッコロが最初に地球を守るために戦ったのはいつでしょうか？,2,ラディッツ戦,サイヤ人編,フリーザ編,セル編
ブウ編で最初に魔人ブウに挑んだZ戦士は誰でしょうか？,3,ベジータ,悟空,悟飯,トランクス
悟空が最初に神龍に願いを叶えてもらったのは何でしょうか？,4,仲間の復活,永遠の若さ,世界の平和,強くなること
