主人公の名前は？,3,一色いろは,五月雨紫,上杉風太郎,上杉達也
五つ子の中で一番年上の子は誰？,4,一花,二乃,三玖,四葉
物語の舞台はどこ？,1,京都,東京,大阪,福岡
五等分の花嫁の作者は誰？,2,春場ねぎ,諫山創,荒川弘,尾田栄一郎
五つ子の中で一番背が高いのは誰？,3,一花,二乃,三玖,四葉
ヒロインたちの名字の読み方はどれ？,4,中野,中島,中本,中谷
五つ子の中で一番おしとやかなのは誰？,2,一花,二乃,三玖,四葉
TVアニメ化された年は？,1,2019年,2020年,2021年,2018年
五つ子の中で一番身長が低いのは誰？,1,一花,二乃,三玖,四葉
五つ子たちが通う高校の名前は？,3,浅羽高校,私立星ヶ丘高校,私立橘高校,麻布高校
五等分の花嫁の物語の最終巻は何巻？,4,11巻,12巻,13巻,14巻
五つ子の誕生日はいつ？,1,5月5日,1月1日,3月3日,7月7日
五つ子の中で、最初に上杉風太郎とキスをしたのは誰？,2,一花,二乃,三玖,四葉
五つ子たちの父親の名前は？,3,丸山,中野,澤村,宮本
五つ子の中で一番成績が良いのは誰？,4,一花,三玖,五月,四葉
上杉風太郎の通っている大学は？,2,東京大学,慶應義塾大学,早稲田大学,立教大学
五つ子の中で、最初に上杉風太郎に好意を抱いたのは誰？,1,一花,二乃,三玖,五月
五つ子の母親の名前は？,3,葵,菊子,蓮加,花子
五つ子の中で、誰が一番料理が得意？,4,二乃,三玖,五月,四葉
風太郎の妹の名前は？,1,菜々,翔子,麻美,結衣
五つ子の中で、誰が唯一メガネをかけるシーンがある？,2,一花,二乃,三玖,五月
風太郎がアルバイトをしていた場所は？,3,ファミリーレストラン,喫茶店,結婚式場,居酒屋
五つ子の中で、誰が一番スポーツが得意？,1,一花,四葉,五月,三玖
五つ子が最初に通っていた中学校の名前は？,4,私立橘中学校,浅羽中学校,私立星ヶ丘中学校,渋谷中学校
五つ子の中で、誰が一番花粉症がひどい？,2,二乃,四葉,五月,三玖
風太郎の父親の職業は？,1,医者,教師,会社員,写真家
五つ子の中で、誰が一番歌が上手？,3,一花,五月,三玖,四葉
風太郎の部屋の特徴的なアイテムは？,4,ゲーム機,書棚,机,ベッド
五つ子の中で、誰が一番漫画を読むのが好き？,1,一花,二乃,五月,四葉
五つ子たちの好きな食べ物は？,2,お寿司,パンケーキ,うどん,カレー
五つ子の中で、誰が一番勉強が苦手？,3,一花,五月,四葉,三玖
風太郎が初めて五つ子に会った場所は？,1,学校,ファミリーレストラン,公園,家
五つ子の中で、誰が一番甘いものが好き？,4,二乃,三玖,五月,一花
五つ子たちが最初に住んでいた家の特徴は？,2,一軒家,高層マンション,古民家,アパート
五つ子の中で、誰が一番早起きが得意？,3,二乃,三玖,一花,四葉
風太郎の好きな科目は？,1,国語,数学,理科,社会
五つ子の中で、誰が一番手先が器用？,2,一花,二乃,五月,三玖
風太郎が一番最初に友達になった人物は？,4,坂上,前原,川部,瀬名
五つ子の中で、誰が最もファッションに関心がある？,1,一花,二乃,三玖,五月
五つ子たちが小学生の時に通っていた学校の名前は？,3,渋谷小学校,浅羽小学校,私立星ヶ丘小学校,私立橘小学校
五つ子の中で、誰が一番泳げる？,4,一花,二乃,三玖,四葉
風太郎と五つ子たちが最初に旅行に行った場所は？,2,温泉,京都,沖縄,北海道
五つ子の中で、誰が一番好きな季節が冬？,1,一花,二乃,三玖,五月
五つ子たちの母親が亡くなった時の彼女たちの年齢は？,3,10歳,11歳,12歳,13歳
五つ子の中で、誰が一番運動会で活躍する？,2,一花,二乃,四葉,三玖
風太郎の好きな飲み物は？,4,コーヒー,紅茶,ミルク,炭酸飲料
五つ子の中で、誰が一番部屋がきれい？,1,一花,二乃,三玖,四葉
五つ子たちが最初に転校してきた高校の名前は？,3,浅羽高校,私立星ヶ丘高校,私立橘高校,麻布高校
五つ子の中で、誰が一番映画を見るのが好き？,2,一花,二乃,四葉,五月
風太郎が初めて五つ子の一人とデートした場所は？,1,遊園地,水族館,公園,映画館
